nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,submit_email,sfh,iframe,popup_window,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,status
0,0,0.727272727,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.176470588,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
2,0,0.434782609,0,0.086956522,0,0,0,0,0,0,0,0,1,0,0
1,0,0.285714286,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
6,0,0.203703704,0,0.018518519,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.71875,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
2,0,0.111111111,0,0.111111111,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.104166667,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.666666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.142857143,0,0.095238095,0,0,0,0,0,0,0,0,1,0,0
0,0,0.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.666666667,0,0,0,0,0,0,0,0,1,0,0
3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
7,0,0.02,0,0.06,1,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.111111111,0,0.018518519,0,0,0,0,0,0,0,0,1,1,0
0,0,0.606060606,0,0.181818182,0,0,0,0,0,0,0,0,0,1,0
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.25,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.2,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.666666667,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.4,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
0,0,0.285714286,0,0.071428571,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
2,0,0.059259259,0,0.014814815,0,0,0,0,0,0,0,0,1,1,0
3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
4,0,0.931034483,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.142857143,0,0.285714286,0,0,0,0,0,0,0,0,1,0,0
0,0,0.846153846,0,0.615384615,0,0,0,0,0,0,0,0,1,0,1
1,0,0.684210526,0,0.01754386,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.1,0,0,0,0,0,0,0,0,1,1,0
0,0,0.333333333,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.083333333,0,0.041666667,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.352941176,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
6,0,0.081081081,0,0.054054054,0,0,0,0,0,0,0,0,1,1,0
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.333333333,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
3,0,0.7,0,0.666666667,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.125,0,0.875,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.142857143,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.086956522,0,0,0,0,0,0,0,0,1,0,1
1,0,0.060606061,0,0.03030303,1,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.333333333,0,0.055555556,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.166666667,0,0,0,0,0,0,0,0,1,0,0
0,0,0.555555556,0,0.222222222,1,0,0,0,0,0,0,0,1,0,1
0,0,0.375,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.25,0,0.75,0,0,0,0,0,0,0,0,1,1,1
0,0,0.5,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.2,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.183673469,0,0.163265306,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5,0,0.0,1,0,0,0,0,0,0,0,1,1,0
3,0,0.136363636,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.25,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.086956522,0,0,0,0,0,0,0,0,1,0,1
0,0,0.042016807,0,0.0,0,0,0,0,0,0,0,0,1,1,0
2,0,0.114285714,0,0.028571429,0,0,0,0,0,0,0,0,1,1,1
0,0,0.222222222,0,0.0,0,0,0,0,0,0,0,0,1,1,0
3,0,0.2,0,0.0,1,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
1,0,0.176470588,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.20754717,0,0.226415094,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.440677966,0,0.152542373,0,0,0,0,0,0,0,0,0,0,0
1,0,0.333333333,0,0.166666667,0,0,0,0,0,0,0,0,1,1,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.4,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
3,0,0.46875,0,0.015625,1,0,0,0,0,0,0,0,1,1,1
0,0,0.03125,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.666666667,0,0.0,0,0,0,0,0,0,0,0,1,0,0
3,0,0.0,0,0.028571429,1,0,0,0,0,0,0,0,0,1,0
1,0,0.043478261,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.428571429,0,0.380952381,1,0,0,0,0,0,0,0,1,1,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
1,0,0.235294118,0,0.117647059,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0,0,0.125,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.583333333,0,0.333333333,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.571428571,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.333333333,0,0,0,0,0,0,0,0,1,0,0
0,0,0.2,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,0,0.125,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
2,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
12,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.590277778,0,0.006944444,1,0,0,0,0,0,0,0,1,1,0
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
2,0,0.066666667,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0
0,0,0.444444444,0,0.222222222,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.137931034,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.4375,0,0.625,0,0,0,0,0,0,0,0,1,1,1
5,0,0.0,0,0.024390244,0,0,0,0,0,0,0,0,1,1,0
0,0,0.5,0,0.3,0,0,0,0,0,0,0,0,1,1,1
0,0,0.583333333,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
2,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
6,0,0.046511628,0,0.069767442,1,0,0,0,0,0,0,0,1,1,0
0,0,0.666666667,0,0.0,1,0,0,0,0,0,0,0,1,0,0
10,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0
2,0,0.176470588,0,0.0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.285714286,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.285714286,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.125,0,0.0,0,0,0,0,0,0,0,0,1,1,0
3,0,0.462365591,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.35,0,0.15,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
2,0,0.076923077,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.304347826,0,0.275362319,0,0,0,0,0,0,0,0,0,1,0
2,0,0.222222222,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.947368421,0,0.315789474,0,0,0,0,0,0,0,0,0,0,0
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.083333333,0,0,0,0,0,0,0,1,1,0,0
1,0,0.0,0,0.117647059,0,0,0,0,0,0,0,0,1,1,0
0,0,0.272727273,0,0.090909091,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.125,0,0.166666667,0,0,0,0,0,0,0,0,1,1,1
0,0,0.214285714,0,0.035714286,0,0,0,0,0,0,0,0,1,1,0
1,0,0.2,0,0.257142857,0,0,0,0,0,0,0,0,0,0,0
0,0,0.333333333,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.216216216,0,0.054054054,0,0,0,0,0,0,0,0,1,1,1
0,0,0.2,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.1,0,0.166666667,0,0,0,0,0,0,0,0,0,1,0
5,0,0.0,0,0.036363636,1,0,0,0,0,0,0,0,1,1,1
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
2,0,0.259259259,0,0.111111111,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.053571429,0,0.0,0,0,0,0,0,0,0,0,0,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.055555556,0,0.055555556,0,0,0,0,0,0,0,0,1,1,1
1,0,0.166666667,0,0.0,0,0,0,0,0,0,0,0,1,1,1
8,0,0.085714286,0,1.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0
3,0,0.016096579,0,0.748490946,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.294117647,0,0.588235294,1,0,0,0,0,0,0,0,1,1,1
1,0,0.133333333,0,0.0,0,0,0,0,0,0,0,0,1,1,1
4,0,0.006802721,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.083333333,0,0,0,0,0,0,0,1,1,0,0
1,0,0.176470588,0,0.0,0,0,0,0,0,0,0,0,1,1,1
9,0,0.108433735,0,0.024096386,0,0,0,0,0,0,0,0,1,0,0
0,0,0.210526316,0,0.157894737,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.058823529,0,0,0,0,0,0,0,0,1,1,0
3,0,0.310344828,0,0.034482759,0,0,0,0,0,0,0,0,1,0,0
2,0,0.043478261,0,0.008695652,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.8,0,0.075,1,0,0,0,0,0,0,0,1,1,1
1,0,0.052631579,0,0.105263158,1,0,0,0,0,0,0,0,1,0,0
1,0,0.294117647,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.375,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.473684211,0,0.052631579,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
8,0,0.1125,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.25,0,0.2,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
1,0,0.380952381,0,0.19047619,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
2,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.25,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
1,0,0.2,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
3,0,0.090909091,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.25862069,0,0.275862069,0,0,0,0,0,0,0,0,0,0,0
0,0,0.166666667,0,0.541666667,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.214285714,0,0.071428571,0,0,0,0,0,0,0,0,0,0,1
0,0,0.139534884,0,0.209302326,0,0,0,0,0,0,0,0,1,1,0
0,0,0.05,0,0.6,0,0,0,0,0,0,0,0,1,1,0
6,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,1
1,0,0.0,0,0.0,1,0,0,0,0,0,0,0,1,1,1
0,0,0.066666667,0,0.033333333,0,0,0,0,1,0,0,0,1,0,0
3,0,0.083333333,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.294117647,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,0.846153846,0,0.615384615,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.157894737,0,0.0,0,0,0,0,0,0,0,0,1,1,0
5,0,0.132850242,0,0.077294686,0,0,0,0,0,0,0,0,1,1,1
4,0,0.020833333,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.4375,0,0.625,0,0,0,0,0,0,0,0,1,1,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.4,0,0.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
4,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.181818182,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.086956522,0,0,0,0,0,0,0,0,1,0,1
0,0,0.048780488,0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,0
1,0,0.058139535,0,0.023255814,0,0,0,0,0,0,0,0,0,0,0
0,0,0.357142857,0,0.214285714,0,0,0,0,0,0,0,0,0,0,0
1,0,0.144067797,0,0.06779661,0,0,0,0,0,0,0,0,1,1,0
0,0,0.5,0,0.3,0,0,0,0,0,0,0,0,0,1,0
0,0,0.21875,0,0.1875,1,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,1,1
0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
2,0,0.006369427,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.024390244,0,0.024390244,0,0,0,0,0,0,0,0,1,0,0
2,0,0.104166667,0,0.375,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.181818182,0,0.0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0,0,0.25,0,0,0,0,0,0,0,0,1,0,0
3,0,0.033333333,0,0.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.037037037,1,0,0,0,0,0,0,0,1,0,1
2,0,0.111111111,0,0.0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0,0,0.142857143,0,0,0,0,0,0,0,0,1,1,0
0,0,0.6,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.142857143,0,0.619047619,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0,0.5,0,0,0,0,0,0,0,0,1,1,0
3,0,0.25,0,0.0625,0,0,0,0,0,0,0,0,1,0,0
11,0,0.118644068,0,0.0,0,0,0,0,0,0,0,1,1,1,1
3,0,0.212598425,0,0.0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.076923077,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
0,0,1.0,0,0.0,1,0,0,0,0,0,0,0,1,1,0
2,0,0.2,0,0.028571429,0,0,0,0,1,0,0,0,1,0,0
5,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
0,0,0.846153846,0,0.615384615,0,0,0,0,0,0,0,0,1,0,1
4,0,0.105263158,0,0.0,0,0,0,0,0,0,0,0,1,1,1
2,0,0.1,0,0.0,0,0,0,0,0,0,0,0,1,1,1
9,0,0.0,0,0.020408163,0,0,0,0,0,0,0,0,1,0,0
1,0,1.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1,0
0,0,0.0,0,0.25,0,0,0,0,0,0,0,0,1,1,0
0,0,0.285714286,0,0.0,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,1,1,1
2,0,0.191489362,0,0.0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,0,1
0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
